gene	pfam_id	pfam_evalue	pfam_description
TRINITY_DN891_c0_g1_i3	M0SWA9_MUSAM/6-110	3.4e-48	M0SWA9_MUSAM/6-110 M0SWA9.1 PF00466.19;Ribosomal_L10;
TRINITY_DN10581_c0_g1_i1	M0SIR2_MUSAM/10-158	2.6e-72	M0SIR2_MUSAM/10-158 M0SIR2.1 PF00179.25;UQ_con;
TRINITY_DN12349_c0_g1_i1	M0SVB2_MUSAM/318-594	3.3e-144	M0SVB2_MUSAM/318-594 M0SVB2.1 PF00701.21;DHDPS;
TRINITY_DN12646_c0_g1_i1	M0S6T9_MUSAM/5-112	1.5e-40	M0S6T9_MUSAM/5-112 M0S6T9.1 PF05773.21;RWD;
TRINITY_DN4943_c0_g2_i1	M0V3X7_HORVD/836-883	1.3e-10	M0V3X7_HORVD/836-883 M0V3X7.1 PF04434.16;SWIM;
TRINITY_DN5975_c0_g1_i2	A0A176VGB5_MARPO/197-252	2.7e-21	A0A176VGB5_MARPO/197-252 A0A176VGB5.1 PF02045.14;CBFB_NFYA;
TRINITY_DN6363_c0_g1_i4	M0SG63_MUSAM/109-275	5.5e-75	M0SG63_MUSAM/109-275 M0SG63.1 PF01202.21;SKI;
TRINITY_DN6688_c0_g1_i2	M0SQH5_MUSAM/22-409	5.2e-166	M0SQH5_MUSAM/22-409 M0SQH5.1 PF12056.7;DUF3537;
TRINITY_DN719_c0_g1_i2	M0SGS9_MUSAM/589-684	9.5e-43	M0SGS9_MUSAM/589-684 M0SGS9.1 PF12527.7;DUF3727;
TRINITY_DN10439_c0_g1_i1	B9S030_RICCO/12-59	3.9e-12	B9S030_RICCO/12-59 B9S030.1 PF00646.32;F-box;
TRINITY_DN11173_c0_g1_i7	M0RR28_MUSAM/144-187	3.4e-16	M0RR28_MUSAM/144-187 M0RR28.1 PF13639.5;zf-RING_2;
TRINITY_DN11805_c0_g1_i2	M5X7M0_PRUPE/121-184	6.2e-10	M5X7M0_PRUPE/121-184 M5X7M0.1 PF13812.5;PPR_3;
TRINITY_DN17482_c0_g1_i1	M0T6L4_MUSAM/59-376	6.2e-111	M0T6L4_MUSAM/59-376 M0T6L4.1 PF00251.19;Glyco_hydro_32N;
TRINITY_DN3285_c0_g1_i2	M0T005_MUSAM/130-265	7.2e-75	M0T005_MUSAM/130-265 M0T005.1 PF04116.12;FA_hydroxylase;
TRINITY_DN3521_c0_g1_i6	V4SV63_9ROSI/30-312	3.1e-150	V4SV63_9ROSI/30-312 V4SV63.1 PF00814.24;Peptidase_M22;
TRINITY_DN386_c0_g2_i2	M0SKU6_MUSAM/29-91	2.2e-15	M0SKU6_MUSAM/29-91 M0SKU6.1 PF00170.20;bZIP_1;
TRINITY_DN4015_c0_g2_i1	A0A061FLX3_THECC/223-285	2.5e-19	A0A061FLX3_THECC/223-285 A0A061FLX3.1 PF00565.16;SNase;
TRINITY_DN7291_c0_g1_i1	M0TE34_MUSAM/305-348	1.8e-17	M0TE34_MUSAM/305-348 M0TE34.1 PF13639.5;zf-RING_2;
TRINITY_DN10024_c0_g3_i8	M0RQ50_MUSAM/149-310	3.5e-45	M0RQ50_MUSAM/149-310 M0RQ50.1 PF00849.21;PseudoU_synth_2;
TRINITY_DN11207_c0_g4_i3	M0SYL7_MUSAM/170-350	1.6e-29	M0SYL7_MUSAM/170-350 M0SYL7.1 PF00270.28;DEAD;
TRINITY_DN22078_c0_g1_i1	W1P823_AMBTC/55-300	2.2e-07	W1P823_AMBTC/55-300 W1P823.1 PF00378.19;ECH_1;
TRINITY_DN2799_c0_g1_i1	M0TB62_MUSAM/60-368	4.0e-142	M0TB62_MUSAM/60-368 M0TB62.1 PF01008.16;IF-2B;
TRINITY_DN3988_c1_g2_i1	M0RXF2_MUSAM/163-527	7.8e-138	M0RXF2_MUSAM/163-527 M0RXF2.1 PF03514.13;GRAS;
TRINITY_DN4071_c1_g1_i1	M0RL15_MUSAM/42-201	5.2e-41	M0RL15_MUSAM/42-201 M0RL15.1 PF02536.13;mTERF;
TRINITY_DN5414_c0_g1_i2	A0A0L9TCT6_PHAAN/14-155	2.9e-60	A0A0L9TCT6_PHAAN/14-155 A0A0L9TCT6.1 PF04601.12;DUF569;
TRINITY_DN6377_c0_g1_i5	M0RR74_MUSAM/68-287	9.8e-48	M0RR74_MUSAM/68-287 M0RR74.1 PF03634.12;TCP;
TRINITY_DN8065_c0_g1_i5	M0SJT3_MUSAM/197-294	1.4e-38	M0SJT3_MUSAM/197-294 M0SJT3.1 PF03647.12;Tmemb_14;
TRINITY_DN1155_c0_g2_i1	M0SKF5_MUSAM/9-135	2.8e-34	M0SKF5_MUSAM/9-135 M0SKF5.1 PF02365.14;NAM;
TRINITY_DN1155_c0_g2_i1	M0SKF5_MUSAM/9-135	2.1e-18	M0SKF5_MUSAM/9-135 M0SKF5.1 PF02365.14;NAM;
TRINITY_DN44326_c0_g2_i2	M0SED0_MUSAM/54-288	7.2e-59	M0SED0_MUSAM/54-288 M0SED0.1 PF01209.17;Ubie_methyltran;
TRINITY_DN44326_c0_g2_i2	M0SED0_MUSAM/54-288	7.9e-05	M0SED0_MUSAM/54-288 M0SED0.1 PF01209.17;Ubie_methyltran;
TRINITY_DN4741_c0_g1_i2	M0SSI6_MUSAM/152-268	2.2e-47	M0SSI6_MUSAM/152-268 M0SSI6.1 PF03479.14;DUF296;
TRINITY_DN5666_c0_g2_i1	M0S946_MUSAM/327-384	9.6e-19	M0S946_MUSAM/327-384 M0S946.1 PF00571.27;CBS;
TRINITY_DN5969_c0_g1_i3	M0T6J9_MUSAM/615-726	1.7e-47	M0T6J9_MUSAM/615-726 M0T6J9.1 PF00787.23;PX;
TRINITY_DN6738_c0_g3_i1	B9SNI0_RICCO/296-513	4.7e-18	B9SNI0_RICCO/296-513 B9SNI0.1 PF13532.5;2OG-FeII_Oxy_2;
TRINITY_DN7689_c0_g1_i4	F6H5H6_VITVI/118-354	6.3e-71	F6H5H6_VITVI/118-354 F6H5H6.1 PF00891.17;Methyltransf_2;
TRINITY_DN10540_c0_g1_i2	M0S522_MUSAM/158-281	7.5e-32	M0S522_MUSAM/158-281 M0S522.1 PF07526.10;POX;
TRINITY_DN1155_c1_g1_i1	A0A0E0KHJ7_ORYPU/269-355	6.8e-17	A0A0E0KHJ7_ORYPU/269-355 A0A0E0KHJ7.1 PF12894.6;ANAPC4_WD40;
TRINITY_DN29869_c0_g1_i2	A0A0B0NVY8_GOSAR/56-327	6.8e-49	A0A0B0NVY8_GOSAR/56-327 A0A0B0NVY8.1 PF02990.15;EMP70;
TRINITY_DN312_c0_g2_i1	M0TFW4_MUSAM/121-215	1.7e-39	M0TFW4_MUSAM/121-215 M0TFW4.1 PF04140.13;ICMT;
TRINITY_DN3750_c0_g1_i2	T1MBW3_TRIUA/139-249	4.3e-35	T1MBW3_TRIUA/139-249 T1MBW3.1 PF01503.16;PRA-PH;
TRINITY_DN6423_c0_g3_i2	M0TJF9_MUSAM/317-609	1.5e-128	M0TJF9_MUSAM/317-609 M0TJF9.1 PF02598.16;Methyltrn_RNA_3;
TRINITY_DN8393_c0_g1_i3	A0A0E0P0W8_ORYRU/100-449	3.2e-06	A0A0E0P0W8_ORYRU/100-449 A0A0E0P0W8.1 PF04137.14;ERO1;
TRINITY_DN9520_c1_g2_i4	M0SR28_MUSAM/30-260	6.1e-58	M0SR28_MUSAM/30-260 M0SR28.1 PF10248.8;Mlf1IP;
TRINITY_DN12740_c0_g1_i1	C5YNB8_SORBI/243-281	3.2e-14	C5YNB8_SORBI/243-281 C5YNB8.1 PF00400.31;WD40;
TRINITY_DN1411_c0_g1_i6	I1GVE4_BRADI/9-183	1.0e-33	I1GVE4_BRADI/9-183 I1GVE4.1 PF03357.20;Snf7;
TRINITY_DN15049_c1_g1_i1	A0A151T930_CAJCA/893-1137	5.8e-08	A0A151T930_CAJCA/893-1137 A0A151T930.1 PF07727.13;RVT_2;
TRINITY_DN1505_c1_g4_i3	M0TZ50_MUSAM/246-982	7.2e-83	M0TZ50_MUSAM/246-982 M0TZ50.1 PF00443.28;UCH;
TRINITY_DN1558_c0_g2_i4	M0TEF2_MUSAM/7-211	3.3e-112	M0TEF2_MUSAM/7-211 M0TEF2.1 PF00702.25;Hydrolase;
TRINITY_DN19551_c0_g1_i1	M0SQ36_MUSAM/232-314	9.8e-32	M0SQ36_MUSAM/232-314 M0SQ36.1 PF01868.15;UPF0086;
TRINITY_DN21025_c0_g2_i1	M0TSE8_MUSAM/191-310	9.5e-27	M0TSE8_MUSAM/191-310 M0TSE8.1 PF00917.25;MATH;
TRINITY_DN26982_c0_g1_i3	M0U7N0_MUSAM/80-355	3.3e-120	M0U7N0_MUSAM/80-355 M0U7N0.1 PF04106.11;APG5;
TRINITY_DN29180_c0_g3_i2	M0TJX0_MUSAM/165-205	6.9e-09	M0TJX0_MUSAM/165-205 M0TJX0.1 PF13639.5;zf-RING_2;
TRINITY_DN12154_c0_g1_i7	M0S689_MUSAM/93-223	1.8e-57	M0S689_MUSAM/93-223 M0S689.1 PF03641.13;Lysine_decarbox;
TRINITY_DN13566_c0_g1_i7	A0A078HI79_BRANA/83-357	1.6e-143	A0A078HI79_BRANA/83-357 A0A078HI79.1 PF07714.16;Pkinase_Tyr;
TRINITY_DN1393_c1_g1_i2	M0RR85_MUSAM/18-203	2.2e-79	M0RR85_MUSAM/18-203 M0RR85.1 PF00551.18;Formyl_trans_N;
TRINITY_DN2579_c0_g1_i4	M0T3A1_MUSAM/191-294	4.1e-22	M0T3A1_MUSAM/191-294 M0T3A1.1 PF04003.11;Utp12;
TRINITY_DN270_c0_g1_i4	A5B118_VITVI/11-358	7.5e-173	A5B118_VITVI/11-358 A5B118.1 PF00274.18;Glycolytic;
TRINITY_DN3076_c0_g1_i5	M0U9X0_MUSAM/16-179	9.1e-78	M0U9X0_MUSAM/16-179 M0U9X0.1 PF00071.21;Ras;
TRINITY_DN35682_c0_g2_i2	M0RRP6_MUSAM/134-387	1.9e-112	M0RRP6_MUSAM/134-387 M0RRP6.1 PF01702.17;TGT;
TRINITY_DN5975_c0_g2_i4	A0A176VGB5_MARPO/197-252	4.6e-21	A0A176VGB5_MARPO/197-252 A0A176VGB5.1 PF02045.14;CBFB_NFYA;
TRINITY_DN67_c0_g1_i4	F4J0D8_ARATH/16-338	9.4e-176	F4J0D8_ARATH/16-338 F4J0D8.1 PF01992.15;vATP-synt_AC39;
TRINITY_DN15795_c0_g1_i4	M0SHG3_MUSAM/42-337	3.1e-70	M0SHG3_MUSAM/42-337 M0SHG3.1 PF00657.21;Lipase_GDSL;
TRINITY_DN15795_c0_g1_i4	M0SHG3_MUSAM/42-337	1.4e-62	M0SHG3_MUSAM/42-337 M0SHG3.1 PF00657.21;Lipase_GDSL;
TRINITY_DN4782_c0_g4_i2	A0A0D3HRZ5_9ORYZ/28-512	7.5e-48	A0A0D3HRZ5_9ORYZ/28-512 A0A0D3HRZ5.1 PF02990.15;EMP70;
TRINITY_DN7721_c0_g1_i9	M0S041_MUSAM/134-167	2.0e-08	M0S041_MUSAM/134-167 M0S041.1 PF13912.5;zf-C2H2_6;
TRINITY_DN11258_c0_g1_i1	M0TQS2_MUSAM/15-170	1.0e-44	M0TQS2_MUSAM/15-170 M0TQS2.1 PF03398.13;Ist1;
TRINITY_DN11408_c0_g3_i3	M0SBM8_MUSAM/172-318	2.0e-72	M0SBM8_MUSAM/172-318 M0SBM8.1 PF12298.7;Bot1p;
TRINITY_DN12169_c0_g1_i1	M0T7T0_MUSAM/40-159	3.6e-50	M0T7T0_MUSAM/40-159 M0T7T0.1 PF01426.17;BAH;
TRINITY_DN768_c0_g2_i1	M0SLG1_MUSAM/1-92	3.2e-43	M0SLG1_MUSAM/1-92 M0SLG1.1 PF01133.16;ER;
TRINITY_DN7835_c0_g1_i1	A0A061E2F4_THECC/105-442	2.9e-23	A0A061E2F4_THECC/105-442 A0A061E2F4.1 PF03124.13;EXS;
TRINITY_DN10309_c0_g1_i2	M0TQ72_MUSAM/448-574	5.5e-59	M0TQ72_MUSAM/448-574 M0TQ72.1 PF04784.13;DUF547;
TRINITY_DN14545_c0_g1_i1	M7ZDQ4_TRIUA/213-277	2.0e-21	M7ZDQ4_TRIUA/213-277 M7ZDQ4.1 PF13432.5;TPR_16;
TRINITY_DN17389_c0_g1_i2	M0TZT6_MUSAM/108-289	7.0e-22	M0TZT6_MUSAM/108-289 M0TZT6.1 PF09439.9;SRPRB;
TRINITY_DN187_c0_g1_i1	M0TYJ3_MUSAM/20-236	1.5e-93	M0TYJ3_MUSAM/20-236 M0TYJ3.1 PF04548.15;AIG1;
TRINITY_DN2318_c0_g1_i1	M0TZ67_MUSAM/202-358	3.3e-80	M0TZ67_MUSAM/202-358 M0TZ67.1 PF05179.13;CDC73_C;
TRINITY_DN4320_c0_g1_i2	M0RNG0_MUSAM/150-234	7.3e-35	M0RNG0_MUSAM/150-234 M0RNG0.1 PF01357.20;Pollen_allerg_1;
TRINITY_DN4812_c0_g1_i2	M0THS9_MUSAM/54-389	7.7e-170	M0THS9_MUSAM/54-389 M0THS9.1 PF00225.22;Kinesin;
TRINITY_DN8157_c0_g1_i2	M0U7P2_MUSAM/236-321	6.4e-31	M0U7P2_MUSAM/236-321 M0U7P2.1 PF00887.18;ACBP;
TRINITY_DN12730_c0_g1_i2	M0SUT7_MUSAM/89-372	1.6e-74	M0SUT7_MUSAM/89-372 M0SUT7.1 PF00069.24;Pkinase;
TRINITY_DN14215_c0_g2_i1	M0T1N1_MUSAM/23-409	2.9e-07	M0T1N1_MUSAM/23-409 M0T1N1.1 PF12056.7;DUF3537;
TRINITY_DN14520_c0_g1_i9	M0SID7_MUSAM/181-320	2.7e-58	M0SID7_MUSAM/181-320 M0SID7.1 PF00892.19;EamA;
TRINITY_DN17956_c0_g5_i1	M0TT73_MUSAM/147-344	2.9e-100	M0TT73_MUSAM/147-344 M0TT73.1 PF01762.20;Galactosyl_T;
TRINITY_DN26789_c0_g2_i2	M0SM80_MUSAM/12-90	3.6e-10	M0SM80_MUSAM/12-90 M0SM80.1 PF05008.14;V-SNARE;
TRINITY_DN26789_c0_g2_i2	M0SM80_MUSAM/12-90	2.0e-08	M0SM80_MUSAM/12-90 M0SM80.1 PF05008.14;V-SNARE;
TRINITY_DN6975_c0_g1_i7	PNPP_YEAST/24-267	1.6e-37	PNPP_YEAST/24-267 P19881.2 PF00702.25;Hydrolase;
TRINITY_DN28931_c0_g3_i1	A0A151TKA5_CAJCA/32-169	1.4e-54	A0A151TKA5_CAJCA/32-169 A0A151TKA5.1 PF14223.5;Retrotran_gag_2;
TRINITY_DN51468_c0_g1_i2	I1H7I5_BRADI/132-298	6.9e-62	I1H7I5_BRADI/132-298 I1H7I5.1 PF10294.8;Methyltransf_16;
TRINITY_DN771_c0_g1_i12	F4JRD3_ARATH/21-85	5.2e-09	F4JRD3_ARATH/21-85 F4JRD3.1 PF01248.25;Ribosomal_L7Ae;
TRINITY_DN7894_c0_g1_i4	A0A151QZC9_CAJCA/77-218	5.2e-09	A0A151QZC9_CAJCA/77-218 A0A151QZC9.1 PF14223.5;Retrotran_gag_2;
TRINITY_DN8286_c0_g1_i6	M0V7T1_HORVD/44-249	2.2e-60	M0V7T1_HORVD/44-249 M0V7T1.1 PF09778.8;Guanylate_cyc_2;
TRINITY_DN12879_c0_g1_i4	M0RSK8_MUSAM/57-206	7.4e-56	M0RSK8_MUSAM/57-206 M0RSK8.1 PF04043.14;PMEI;
TRINITY_DN13163_c0_g3_i1	K9SZG2_9CYAN/110-382	8.3e-39	K9SZG2_9CYAN/110-382 K9SZG2.1 PF01636.22;APH;
TRINITY_DN13163_c0_g3_i1	K9SZG2_9CYAN/110-382	7.0e-30	K9SZG2_9CYAN/110-382 K9SZG2.1 PF01636.22;APH;
TRINITY_DN15985_c0_g1_i2	A0A024RE44_VAVCU/259-521	1.1e-22	A0A024RE44_VAVCU/259-521 A0A024RE44.1 PF00587.24;tRNA-synt_2b;
TRINITY_DN21559_c0_g2_i1	M0SN78_MUSAM/769-1042	6.5e-76	M0SN78_MUSAM/769-1042 M0SN78.1 PF00664.22;ABC_membrane;
TRINITY_DN2614_c0_g2_i1	F6GZH3_VITVI/98-418	2.9e-145	F6GZH3_VITVI/98-418 F6GZH3.1 PF16363.4;GDP_Man_Dehyd;
TRINITY_DN60346_c0_g1_i1	M5W172_PRUPE/68-460	1.4e-102	M5W172_PRUPE/68-460 M5W172.1 PF00201.17;UDPGT;
TRINITY_DN7036_c0_g1_i1	M0RGP4_MUSAM/41-275	1.1e-112	M0RGP4_MUSAM/41-275 M0RGP4.1 PF00481.20;PP2C;
TRINITY_DN7867_c0_g1_i2	M0TIZ2_MUSAM/93-236	2.3e-57	M0TIZ2_MUSAM/93-236 M0TIZ2.1 PF00005.26;ABC_tran;
TRINITY_DN13147_c0_g2_i1	M0RFU9_MUSAM/4-260	2.6e-56	M0RFU9_MUSAM/4-260 M0RFU9.1 PF12767.6;SAGA-Tad1;
TRINITY_DN13587_c0_g1_i1	M0RTT1_MUSAM/16-73	6.4e-15	M0RTT1_MUSAM/16-73 M0RTT1.1 PF00403.25;HMA;
TRINITY_DN17536_c0_g1_i2	M0SRL3_MUSAM/96-261	5.5e-75	M0SRL3_MUSAM/96-261 M0SRL3.1 PF00071.21;Ras;
TRINITY_DN21163_c0_g1_i1	M0RN80_MUSAM/8-163	2.6e-85	M0RN80_MUSAM/8-163 M0RN80.1 PF08694.10;UFC1;
TRINITY_DN21163_c0_g1_i1	M0RN80_MUSAM/8-163	4.5e-85	M0RN80_MUSAM/8-163 M0RN80.1 PF08694.10;UFC1;
TRINITY_DN26020_c0_g2_i1	M0U3U1_MUSAM/272-387	3.0e-41	M0U3U1_MUSAM/272-387 M0U3U1.1 PF05542.10;DUF760;
TRINITY_DN4971_c0_g1_i4	M0U774_MUSAM/262-329	2.1e-26	M0U774_MUSAM/262-329 M0U774.1 PF00013.28;KH_1;
TRINITY_DN6341_c0_g1_i1	M0SRM8_MUSAM/128-362	1.3e-103	M0SRM8_MUSAM/128-362 M0SRM8.1 PF02358.15;Trehalose_PPase;
TRINITY_DN685_c0_g1_i2	M0SMK8_MUSAM/4-303	4.3e-144	M0SMK8_MUSAM/4-303 M0SMK8.1 PF03151.15;TPT;
TRINITY_DN8616_c0_g1_i1	A0A059BJD6_EUCGR/228-341	3.2e-43	A0A059BJD6_EUCGR/228-341 A0A059BJD6.1 PF08294.10;TIM21;
TRINITY_DN13967_c0_g1_i2	M0SK97_MUSAM/189-289	3.7e-39	M0SK97_MUSAM/189-289 M0SK97.1 PF08241.11;Methyltransf_11;
TRINITY_DN2977_c0_g1_i7	Q94DF0_ORYSJ/31-129	5.3e-46	Q94DF0_ORYSJ/31-129 Q94DF0.1 PF00169.28;PH;
TRINITY_DN5106_c0_g1_i1	M0TEG2_MUSAM/286-381	1.1e-38	M0TEG2_MUSAM/286-381 M0TEG2.1 PF08544.12;GHMP_kinases_C;
TRINITY_DN6741_c0_g1_i2	M0RMB2_MUSAM/247-373	2.3e-57	M0RMB2_MUSAM/247-373 M0RMB2.1 PF03109.15;ABC1;
TRINITY_DN16909_c1_g1_i9	A0A072V2G2_MEDTR/108-183	6.6e-20	A0A072V2G2_MEDTR/108-183 A0A072V2G2.1 PF00170.20;bZIP_1;
TRINITY_DN17322_c0_g1_i1	A0A067L095_JATCU/240-390	7.6e-69	A0A067L095_JATCU/240-390 A0A067L095.1 PF02797.14;Chal_sti_synt_C;
TRINITY_DN19291_c0_g1_i1	M0SA75_MUSAM/29-235	2.6e-85	M0SA75_MUSAM/29-235 M0SA75.1 PF01734.21;Patatin;
TRINITY_DN23636_c1_g2_i1	M0S118_MUSAM/1-279	1.7e-124	M0S118_MUSAM/1-279 M0S118.1 PF00069.24;Pkinase;
TRINITY_DN2369_c0_g1_i3	M0T4A6_MUSAM/36-332	2.7e-167	M0T4A6_MUSAM/36-332 M0T4A6.1 PF16363.4;GDP_Man_Dehyd;
TRINITY_DN26509_c0_g1_i2	M0TJ71_MUSAM/90-213	3.7e-55	M0TJ71_MUSAM/90-213 M0TJ71.1 PF07889.11;DUF1664;
TRINITY_DN3993_c0_g1_i2	M0SG81_MUSAM/132-351	6.6e-121	M0SG81_MUSAM/132-351 M0SG81.1 PF03407.15;Nucleotid_trans;
TRINITY_DN44447_c0_g1_i3	M0SAA0_MUSAM/772-921	5.7e-72	M0SAA0_MUSAM/772-921 M0SAA0.1 PF01569.20;PAP2;
TRINITY_DN9477_c0_g1_i12	A0A194YKQ6_SORBI/563-658	1.1e-11	A0A194YKQ6_SORBI/563-658 A0A194YKQ6.1 PF00626.21;Gelsolin;
TRINITY_DN12765_c0_g1_i1	M0S6I1_MUSAM/220-254	7.0e-06	M0S6I1_MUSAM/220-254 M0S6I1.1 PF07498.11;Rho_N;
TRINITY_DN14269_c0_g1_i1	M0SML4_MUSAM/100-236	3.3e-72	M0SML4_MUSAM/100-236 M0SML4.1 PF04116.12;FA_hydroxylase;
TRINITY_DN17336_c0_g1_i1	I1PQG8_ORYGL/176-324	2.6e-77	I1PQG8_ORYGL/176-324 I1PQG8.1 PF00004.28;AAA;
TRINITY_DN19571_c1_g1_i1	A0A067DSZ2_CITSI/54-352	1.6e-66	A0A067DSZ2_CITSI/54-352 A0A067DSZ2.1 PF05055.11;DUF677;
TRINITY_DN2363_c0_g1_i1	M0RWI3_MUSAM/107-154	4.6e-13	M0RWI3_MUSAM/107-154 M0RWI3.1 PF01476.19;LysM;
TRINITY_DN3281_c0_g1_i1	T1JDY6_STRMM/63-161	6.6e-28	T1JDY6_STRMM/63-161 T1JDY6.1 PF12894.6;ANAPC4_WD40;
TRINITY_DN620_c0_g3_i3	M0UA67_MUSAM/5-234	1.5e-11	M0UA67_MUSAM/5-234 M0UA67.1 PF00335.19;Tetraspannin;
TRINITY_DN6740_c0_g1_i7	M0RPJ4_MUSAM/20-82	3.3e-11	M0RPJ4_MUSAM/20-82 M0RPJ4.1 PF00170.20;bZIP_1;
TRINITY_DN11128_c0_g1_i6	M0S704_MUSAM/30-336	5.9e-61	M0S704_MUSAM/30-336 M0S704.1 PF00657.21;Lipase_GDSL;
TRINITY_DN17431_c0_g1_i3	A0A0J8CLS2_BETVU/114-282	1.1e-75	A0A0J8CLS2_BETVU/114-282 A0A0J8CLS2.1 PF11891.7;RETICULATA-like;
TRINITY_DN2493_c0_g1_i1	M0RGG3_MUSAM/46-176	2.7e-42	M0RGG3_MUSAM/46-176 M0RGG3.1 PF14580.5;LRR_9;
TRINITY_DN3241_c0_g1_i1	M0RRM9_MUSAM/97-365	5.2e-126	M0RRM9_MUSAM/97-365 M0RRM9.1 PF12697.6;Abhydrolase_6;
TRINITY_DN3299_c0_g1_i1	M0SN47_MUSAM/166-311	2.2e-52	M0SN47_MUSAM/166-311 M0SN47.1 PF02620.16;DUF177;
TRINITY_DN3935_c0_g1_i2	B9T5F5_RICCO/36-108	1.8e-25	B9T5F5_RICCO/36-108 B9T5F5.1 PF04564.14;U-box;
TRINITY_DN5239_c0_g3_i1	M0T9T3_MUSAM/91-147	2.7e-21	M0T9T3_MUSAM/91-147 M0T9T3.1 PF01344.24;Kelch_1;
TRINITY_DN6662_c0_g1_i2	M0T0A6_MUSAM/53-255	2.3e-81	M0T0A6_MUSAM/53-255 M0T0A6.1 PF01086.16;Clathrin_lg_ch;
TRINITY_DN8724_c0_g1_i2	W1PSH4_AMBTC/1-383	3.2e-75	W1PSH4_AMBTC/1-383 W1PSH4.1 PF05633.10;BPS1;
TRINITY_DN15162_c0_g2_i3	M0SGM2_MUSAM/230-409	2.3e-89	M0SGM2_MUSAM/230-409 M0SGM2.1 PF04833.14;COBRA;
TRINITY_DN15717_c0_g1_i1	M0TKB3_MUSAM/14-122	1.4e-51	M0TKB3_MUSAM/14-122 M0TKB3.1 PF00855.16;PWWP;
TRINITY_DN19890_c0_g1_i1	M0UAX9_MUSAM/100-299	6.9e-62	M0UAX9_MUSAM/100-299 M0UAX9.1 PF03407.15;Nucleotid_trans;
TRINITY_DN20436_c0_g1_i1	M0RKU4_MUSAM/7-203	2.8e-95	M0RKU4_MUSAM/7-203 M0RKU4.1 PF08325.9;WLM;
TRINITY_DN7930_c0_g1_i1	M0TUH9_MUSAM/59-312	4.7e-127	M0TUH9_MUSAM/59-312 M0TUH9.1 PF10609.8;ParA;
TRINITY_DN11043_c0_g1_i3	M0RY50_MUSAM/75-255	2.8e-79	M0RY50_MUSAM/75-255 M0RY50.1 PF01758.15;SBF;
TRINITY_DN1268_c0_g1_i7	M0S923_MUSAM/69-235	1.3e-73	M0S923_MUSAM/69-235 M0S923.1 PF04727.12;ELMO_CED12;
TRINITY_DN14190_c0_g1_i6	A0A0E0K319_ORYPU/155-212	2.7e-26	A0A0E0K319_ORYPU/155-212 A0A0E0K319.1 PF03106.14;WRKY;
TRINITY_DN14190_c0_g1_i6	A0A0E0K319_ORYPU/155-212	2.7e-21	A0A0E0K319_ORYPU/155-212 A0A0E0K319.1 PF03106.14;WRKY;
TRINITY_DN17973_c0_g1_i2	A0A151TGQ2_CAJCA/795-1033	2.3e-20	A0A151TGQ2_CAJCA/795-1033 A0A151TGQ2.1 PF07727.13;RVT_2;
TRINITY_DN17973_c0_g1_i2	A0A151TGQ2_CAJCA/795-1033	1.7e-12	A0A151TGQ2_CAJCA/795-1033 A0A151TGQ2.1 PF07727.13;RVT_2;
TRINITY_DN21461_c0_g1_i2	M0SED4_MUSAM/91-426	5.7e-149	M0SED4_MUSAM/91-426 M0SED4.1 PF00295.16;Glyco_hydro_28;
TRINITY_DN21887_c0_g2_i4	M0SBD6_MUSAM/7-354	5.2e-25	M0SBD6_MUSAM/7-354 M0SBD6.1 PF01137.20;RTC;
TRINITY_DN21887_c0_g2_i4	M0SBD6_MUSAM/7-354	5.2e-09	M0SBD6_MUSAM/7-354 M0SBD6.1 PF01137.20;RTC;
TRINITY_DN2202_c0_g1_i3	I1IYI9_BRADI/33-222	1.3e-55	I1IYI9_BRADI/33-222 I1IYI9.1 PF01145.24;Band_7;
TRINITY_DN2202_c0_g1_i3	I1IYI9_BRADI/33-222	1.9e-43	I1IYI9_BRADI/33-222 I1IYI9.1 PF01145.24;Band_7;
TRINITY_DN23799_c0_g1_i1	C5WY87_SORBI/79-279	1.8e-57	C5WY87_SORBI/79-279 C5WY87.1 PF01734.21;Patatin;
TRINITY_DN3210_c0_g1_i7	M0T3S9_MUSAM/15-251	3.7e-55	M0T3S9_MUSAM/15-251 M0T3S9.1 PF05721.12;PhyH;
TRINITY_DN3210_c0_g1_i7	M0T3S9_MUSAM/15-251	2.7e-21	M0T3S9_MUSAM/15-251 M0T3S9.1 PF05721.12;PhyH;
TRINITY_DN398_c0_g2_i2	M0SSD5_MUSAM/14-447	1.3e-113	M0SSD5_MUSAM/14-447 M0SSD5.1 PF02458.14;Transferase;
TRINITY_DN47205_c0_g1_i3	M0TSK2_MUSAM/7-114	3.6e-42	M0TSK2_MUSAM/7-114 M0TSK2.1 PF00635.25;Motile_Sperm;
TRINITY_DN5504_c0_g1_i1	A0A061G3R2_THECC/132-366	2.1e-103	A0A061G3R2_THECC/132-366 A0A061G3R2.1 PF01852.18;START;
TRINITY_DN1066_c0_g1_i2	A0A0K9PYL3_ZOSMR/37-101	5.9e-21	A0A0K9PYL3_ZOSMR/37-101 A0A0K9PYL3.1 PF00847.19;AP2;
TRINITY_DN11736_c0_g2_i1	M0RU87_MUSAM/118-239	4.3e-56	M0RU87_MUSAM/118-239 M0RU87.1 PF09335.10;SNARE_assoc;
TRINITY_DN1481_c0_g1_i5	W1PBZ5_AMBTC/147-358	2.4e-94	W1PBZ5_AMBTC/147-358 W1PBZ5.1 PF02405.15;MlaE;
