gene	kegg_id	kegg_evalue	kegg_description
TRINITY_DN445_c0_g1_i4	mdm:103421028	8.9e-09	mdm:103421028 heavy metal-associated isoprenylated plant protein 26-like; K10752 histone-binding protein RBBP4
TRINITY_DN6329_c0_g1_i10	ota:Ot05g02230	9.5e-19	ota:Ot05g02230 Predicted inosine-uridine preferring nucleoside hydrolase (ISS); K01240 uridine nucleosidase [EC:3.2.2.3]
TRINITY_DN6329_c0_g1_i10	ota:Ot05g02230	7.8e-13	ota:Ot05g02230 Predicted inosine-uridine preferring nucleoside hydrolase (ISS); K01240 uridine nucleosidase [EC:3.2.2.3]
TRINITY_DN6534_c0_g1_i4	egr:104456255	3.7e-23	egr:104456255 inositol transporter 1; K08150 MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
TRINITY_DN8158_c0_g2_i1	mus:103972764	4.3e-221	mus:103972764 26S protease regulatory subunit S10B homolog B; K03064 26S proteasome regulatory subunit T4
TRINITY_DN8730_c0_g1_i7	mus:103979897	1.0e-105	mus:103979897 peptidyl-tRNA hydrolase, mitochondrial; K01056 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
TRINITY_DN891_c0_g1_i3	mus:103984125	3.5e-146	mus:103984125 60S acidic ribosomal protein P0-like; K02941 large subunit ribosomal protein LP0
TRINITY_DN10581_c0_g1_i1	mus:103979945	1.3e-87	mus:103979945 ubiquitin-conjugating enzyme E2 T; K13960 ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]
TRINITY_DN10581_c0_g1_i1	mus:103979945	9.5e-11	mus:103979945 ubiquitin-conjugating enzyme E2 T; K13960 ubiquitin-conjugating enzyme E2 T [EC:2.3.2.23]
TRINITY_DN12349_c0_g1_i1	mus:103983819	1.5e-178	mus:103983819 4-hydroxy-tetrahydrodipicolinate synthase, chloroplastic-like isoform X1; K01714 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
TRINITY_DN12646_c0_g1_i1	pda:103713599	9.0e-110	pda:103713599 E3 ubiquitin-protein ligase RNF25; K10640 E3 ubiquitin-protein ligase RNF25 [EC:2.3.2.27]
TRINITY_DN4943_c0_g2_i1	egu:105035566	3.3e-56	egu:105035566 protein FAR1-RELATED SEQUENCE 5-like; K17604 zinc finger SWIM domain-containing protein 3
TRINITY_DN5975_c0_g1_i2	mus:103990957	1.4e-41	mus:103990957 nuclear transcription factor Y subunit A-7-like; K08064 nuclear transcription factor Y, alpha
TRINITY_DN5975_c0_g1_i2	mus:103990957	3.2e-22	mus:103990957 nuclear transcription factor Y subunit A-7-like; K08064 nuclear transcription factor Y, alpha
TRINITY_DN6363_c0_g1_i4	mus:103999202	5.4e-115	mus:103999202 shikimate kinase 3, chloroplastic-like isoform X1; K00891 shikimate kinase [EC:2.7.1.71]
TRINITY_DN8702_c0_g1_i3	mus:103973867	2.2e-161	mus:103973867 uncharacterized protein LOC103973867; K14305 nuclear pore complex protein Nup43
TRINITY_DN11173_c0_g1_i7	mus:103971053	1.6e-90	mus:103971053 E3 ubiquitin-protein ligase RING1-like; K11982 E3 ubiquitin-protein ligase RNF115/126 [EC:2.3.2.27]
TRINITY_DN17482_c0_g1_i1	mus:103987700	5.8e-210	mus:103987700 beta-fructofuranosidase, insoluble isoenzyme 3-like; K01193 beta-fructofuranosidase [EC:3.2.1.26]
TRINITY_DN25052_c0_g1_i2	gmx:100820471	7.1e-06	gmx:100820471 casein kinase II subunit alpha-1-like; K03097 casein kinase II subunit alpha [EC:2.7.11.1]
TRINITY_DN3285_c0_g1_i2	mus:103972099	9.5e-152	mus:103972099 methylsterol monooxygenase 1-1-like; K14423 4,4-dimethyl-9beta,19-cyclopropylsterol-4alpha-methyl oxidase [EC:1.14.13.72]
TRINITY_DN3521_c0_g1_i6	mus:103991349	3.3e-189	mus:103991349 probable tRNA N6-adenosine threonylcarbamoyltransferase; K01409 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
TRINITY_DN386_c0_g2_i2	mus:103974808	5.4e-06	mus:103974808 myb-related protein Hv33-like; K09422 myb proto-oncogene protein, plant
TRINITY_DN7291_c0_g1_i1	egu:105053331	1.6e-127	egu:105053331 uncharacterized LOC105053331; K13148 integrator complex subunit 11 [EC:3.1.27.-]
TRINITY_DN10024_c0_g3_i8	sbi:SORBI_10g030300	5.8e-77	sbi:SORBI_10g030300 SORBIDRAFT_10g030300, Sb10g030300; hypothetical protein; K15452 tRNA pseudouridine synthase 2 [EC:5.4.99.-]
TRINITY_DN11207_c0_g4_i3	mus:103981890	2.8e-31	mus:103981890 DEAD-box ATP-dependent RNA helicase 37-like; K11594 ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]
TRINITY_DN2799_c0_g1_i1	mus:103989381	3.1e-179	mus:103989381 methylthioribose-1-phosphate isomerase {ECO:0000255|HAMAP-Rule:MF_03119}; K08963 methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
TRINITY_DN3988_c1_g2_i1	pvu:PHAVU_003G291500g	1.1e-22	pvu:PHAVU_003G291500g hypothetical protein; K14494 DELLA protein
TRINITY_DN4071_c1_g1_i1	mus:103975001	5.1e-73	mus:103975001 uncharacterized protein LOC103975001; K15032 mTERF domain-containing protein, mitochondrial
TRINITY_DN5414_c0_g1_i2	egr:104446249	1.4e-33	egr:104446249 uncharacterized LOC104446249; K03094 S-phase kinase-associated protein 1
TRINITY_DN6377_c0_g1_i5	ath:AT5G08330	7.5e-24	ath:AT5G08330 transcription factor TCP21; K16221 transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)
TRINITY_DN6659_c0_g1_i1	rcu:RCOM_0242360	3.2e-06	rcu:RCOM_0242360 cytochrome P450, putative (EC:1.6.2.4); K00327 NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
TRINITY_DN1155_c0_g2_i1	obr:102719045	3.0e-12	obr:102719045 pyruvate dehydrogenase E1 component subunit beta-2, mitochondrial-like; K00162 pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
TRINITY_DN44326_c0_g2_i2	mus:103978194	3.8e-60	mus:103978194 2-phytyl-1,4-beta-naphthoquinone methyltransferase, chloroplastic isoform X1; K03183 demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
TRINITY_DN44326_c0_g2_i2	mus:103978194	4.1e-06	mus:103978194 2-phytyl-1,4-beta-naphthoquinone methyltransferase, chloroplastic isoform X1; K03183 demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
TRINITY_DN4741_c0_g1_i2	gmx:100819125	5.4e-22	gmx:100819125 putative DNA-binding protein ESCAROLA-like; K07374 tubulin alpha
TRINITY_DN5969_c0_g1_i3	mus:103968372	4.2e-59	mus:103968372 uncharacterized protein LOC103968372 isoform X1; K17925 sorting nexin-13
TRINITY_DN7689_c0_g1_i4	vvi:100233030	6.9e-94	vvi:100233030 OMT2.1; O-methyltransferase; K16040 trans-resveratrol di-O-methyltransferase [EC:2.1.1.240]
TRINITY_DN10540_c0_g1_i2	bdi:100844103	1.6e-66	bdi:100844103 homeobox protein BEL1 homolog; K16670 homeobox protein Meis2
TRINITY_DN1155_c1_g1_i1	ppp:PHYPADRAFT_179087	5.9e-21	ppp:PHYPADRAFT_179087 hypothetical protein; K14818 ribosome assembly protein SQT1
TRINITY_DN29869_c0_g1_i2	jcu:105633327	4.7e-50	jcu:105633327 transmembrane 9 superfamily member 1; K17087 transmembrane 9 superfamily member 3
TRINITY_DN29869_c0_g1_i2	jcu:105633327	2.5e-11	jcu:105633327 transmembrane 9 superfamily member 1; K17087 transmembrane 9 superfamily member 3
TRINITY_DN312_c0_g2_i1	mus:103991185	1.5e-85	mus:103991185 protein-S-isoprenylcysteine O-methyltransferase A-like; K00587 protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]
TRINITY_DN3750_c0_g1_i2	mus:103987971	4.1e-115	mus:103987971 histidine biosynthesis bifunctional protein hisIE, chloroplastic; K11755 phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
TRINITY_DN6423_c0_g3_i2	mus:103992448	1.6e-135	mus:103992448 uncharacterized protein C9orf114 isoform X1; K09142 uncharacterized protein
TRINITY_DN8393_c0_g1_i3	bdi:100845644	7.5e-08	bdi:100845644 endoplasmic reticulum oxidoreductin-1-like; K10950 ERO1-like protein alpha [EC:1.8.4.-]
TRINITY_DN9520_c1_g2_i4	pxb:103930501	1.7e-39	pxb:103930501 uncharacterized LOC103930501; K15622 myeloid leukemia factor 1
TRINITY_DN1411_c0_g1_i6	pda:103719536	1.7e-47	pda:103719536 charged multivesicular body protein 1-like; K12197 charged multivesicular body protein 1
TRINITY_DN1505_c1_g4_i3	pda:103714421	3.5e-154	pda:103714421 ubiquitin carboxyl-terminal hydrolase 8-like; K11835 ubiquitin carboxyl-terminal hydrolase 4/11/15 [EC:3.4.19.12]
TRINITY_DN19551_c0_g1_i1	mus:103982024	9.0e-86	mus:103982024 uncharacterized protein LOC103982024; K03538 ribonuclease P protein subunit POP4 [EC:3.1.26.5]
TRINITY_DN19551_c0_g1_i1	mus:103982024	2.2e-07	mus:103982024 uncharacterized protein LOC103982024; K03538 ribonuclease P protein subunit POP4 [EC:3.1.26.5]
TRINITY_DN21025_c0_g2_i1	csv:101215022	4.6e-13	csv:101215022 ubiquitin carboxyl-terminal hydrolase 12; K11838 ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12]
TRINITY_DN2469_c0_g1_i1	tcc:TCM_029045	1.6e-34	tcc:TCM_029045 Beta-galactosidase 17; K12309 beta-galactosidase [EC:3.2.1.23]
TRINITY_DN26982_c0_g1_i3	mus:103973543	8.5e-161	mus:103973543 autophagy protein 5; K08339 autophagy-related protein 5
TRINITY_DN10282_c0_g2_i3	pda:103715404	2.9e-07	pda:103715404 midasin; K14572 midasin
TRINITY_DN12154_c0_g1_i7	mus:103976020	3.3e-96	mus:103976020 probable cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL1; K06966 uncharacterized protein
TRINITY_DN13566_c0_g1_i7	atr:18441414	2.6e-45	atr:18441414 serine/threonine-protein kinase CTR1; K14510 serine/threonine-protein kinase CTR1 [EC:2.7.11.1]
TRINITY_DN1393_c1_g1_i2	mus:103971109	6.4e-116	mus:103971109 phosphoribosylglycinamide formyltransferase, chloroplastic-like; K00601 phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]
TRINITY_DN2579_c0_g1_i4	mus:103986664	9.7e-40	mus:103986664 WD repeat-containing protein 43-like; K14546 U3 small nucleolar RNA-associated protein 5
TRINITY_DN270_c0_g1_i4	mus:103993470	2.9e-193	mus:103993470 fructose-bisphosphate aldolase cytoplasmic isozyme-like; K01623 fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
TRINITY_DN3076_c0_g1_i5	mus:103971687	3.2e-99	mus:103971687 ras-related protein RABC2a-like; K07910 Ras-related protein Rab-18
TRINITY_DN35682_c0_g2_i2	mus:103971207	5.5e-184	mus:103971207 queuine tRNA-ribosyltransferase subunit qtrtd1 {ECO:0000255|HAMAP-Rule:MF_03043}-like; K15407 queuine tRNA-ribosyltransferase subunit QTRTD1 [EC:2.4.2.29]
TRINITY_DN5975_c0_g2_i4	mus:103982245	7.7e-45	mus:103982245 nuclear transcription factor Y subunit A-7-like; K08064 nuclear transcription factor Y, alpha
TRINITY_DN5975_c0_g2_i4	mus:103982245	4.4e-24	mus:103982245 nuclear transcription factor Y subunit A-7-like; K08064 nuclear transcription factor Y, alpha
TRINITY_DN67_c0_g1_i4	mus:103988300	8.1e-204	mus:103988300 V-type proton ATPase subunit d2; K02146 V-type H+-transporting ATPase subunit d
TRINITY_DN15795_c0_g1_i4	pper:PRUPE_ppa001667mg	7.7e-45	pper:PRUPE_ppa001667mg hypothetical protein; K10396 kinesin family member 5
TRINITY_DN15795_c0_g1_i4	pper:PRUPE_ppa001667mg	1.1e-11	pper:PRUPE_ppa001667mg hypothetical protein; K10396 kinesin family member 5
TRINITY_DN4782_c0_g4_i2	bdi:100833318	8.4e-76	bdi:100833318 transmembrane 9 superfamily member 3; K17087 transmembrane 9 superfamily member 3
TRINITY_DN11258_c0_g1_i1	mus:103989415	4.8e-71	mus:103989415 uncharacterized protein LOC103989415; K19476 vacuolar protein sorting-associated protein IST1
TRINITY_DN11408_c0_g3_i3	jcu:105642085	6.1e-10	jcu:105642085 glutamine--tRNA ligase-like; K01886 glutaminyl-tRNA synthetase [EC:6.1.1.18]
TRINITY_DN768_c0_g2_i1	tcc:TCM_025012	6.8e-09	tcc:TCM_025012 hypothetical protein; K13356 alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]
TRINITY_DN17389_c0_g1_i2	mus:103997754	3.7e-23	mus:103997754 signal recognition particle receptor subunit beta-like; K12272 signal recognition particle receptor subunit beta
TRINITY_DN2318_c0_g1_i1	mus:103995104	7.2e-176	mus:103995104 parafibromin; K15175 parafibromin
TRINITY_DN4812_c0_g1_i2	mus:103996915	5.0e-230	mus:103996915 125 kDa kinesin-related protein-like; K10398 kinesin family member 11
TRINITY_DN12730_c0_g1_i2	cmo:103498510	1.1e-86	cmo:103498510 probable serine/threonine-protein kinase At1g54610; K08819 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
TRINITY_DN14520_c0_g1_i9	pda:103722777	5.7e-56	pda:103722777 probable fructose-bisphosphate aldolase 3, chloroplastic; K01623 fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
TRINITY_DN17956_c0_g5_i1	ppp:PHYPADRAFT_133154	1.3e-68	ppp:PHYPADRAFT_133154 hypothetical protein; K00734 galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134]
TRINITY_DN26789_c0_g2_i2	egu:105036768	1.4e-41	egu:105036768 vesicle transport v-SNARE 13-like; K08493 vesicle transport through interaction with t-SNAREs 1
TRINITY_DN26789_c0_g2_i2	egu:105036768	1.7e-15	egu:105036768 vesicle transport v-SNARE 13-like; K08493 vesicle transport through interaction with t-SNAREs 1
TRINITY_DN6975_c0_g1_i7	mus:103974757	1.2e-127	mus:103974757 phosphoglycolate phosphatase 2; K19269 phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]
TRINITY_DN6975_c0_g1_i7	mus:103974757	3.2e-19	mus:103974757 phosphoglycolate phosphatase 2; K19269 phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]
TRINITY_DN28931_c0_g3_i1	pxb:103966689	1.0e-25	pxb:103966689 DNA (cytosine-5)-methyltransferase CMT2-like; K00558 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
TRINITY_DN51468_c0_g1_i2	mus:103971651	1.5e-128	mus:103971651 calmodulin-lysine N-methyltransferase isoform X1; K18826 calmodulin-lysine N-methyltransferase [EC:2.1.1.60]
TRINITY_DN771_c0_g1_i12	ath:AT4G12600	2.8e-10	ath:AT4G12600 ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein; K12845 U4/U6 small nuclear ribonucleoprotein SNU13
TRINITY_DN12879_c0_g1_i4	mus:103971563	2.5e-112	mus:103971563 pectinesterase-like; K01051 pectinesterase [EC:3.1.1.11]
TRINITY_DN13163_c0_g3_i1	mus:103981061	6.4e-108	mus:103981061 uncharacterized aarF domain-containing protein kinase At1g71810, chloroplastic; K08869 aarF domain-containing kinase
TRINITY_DN13163_c0_g3_i1	mus:103981061	7.6e-69	mus:103981061 uncharacterized aarF domain-containing protein kinase At1g71810, chloroplastic; K08869 aarF domain-containing kinase
TRINITY_DN15985_c0_g1_i2	pda:103715984	1.5e-45	pda:103715984 threonine--tRNA ligase, mitochondrial; K01868 threonyl-tRNA synthetase [EC:6.1.1.3]
TRINITY_DN21559_c0_g2_i1	mus:103980593	5.9e-231	mus:103980593 ABC transporter B family member 1-like; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN2614_c0_g2_i1	mus:103985809	3.5e-175	mus:103985809 UDP-glucuronate 4-epimerase 3-like; K08679 UDP-glucuronate 4-epimerase [EC:5.1.3.6]
TRINITY_DN60346_c0_g1_i1	gmx:100787855	1.1e-59	gmx:100787855 UDP-glycosyltransferase 74B1-like; K11820 N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195]
TRINITY_DN7036_c0_g1_i1	mus:104000329	6.8e-134	mus:104000329 probable protein phosphatase 2C 62; K17506 protein phosphatase 1L [EC:3.1.3.16]
TRINITY_DN7867_c0_g1_i2	cvr:CHLNCDRAFT_34209	3.9e-33	cvr:CHLNCDRAFT_34209 hypothetical protein; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN13587_c0_g1_i1	fve:101298579	2.6e-08	fve:101298579 copper transport protein ATX1-like; K07213 copper chaperone
TRINITY_DN17536_c0_g1_i2	zma:100284743	1.5e-88	zma:100284743 septum-promoting GTP-binding protein 1; K07976 Rab family, other
TRINITY_DN21163_c0_g1_i1	mus:103972171	1.6e-98	mus:103972171 ubiquitin-fold modifier-conjugating enzyme 1; K12165 ufm1-conjugating enzyme 1
TRINITY_DN21163_c0_g1_i1	mus:103972171	1.8e-94	mus:103972171 ubiquitin-fold modifier-conjugating enzyme 1; K12165 ufm1-conjugating enzyme 1
TRINITY_DN4971_c0_g1_i4	mus:103972982	1.7e-153	mus:103972982 RNA-binding protein Nova-2-like isoform X1; K14944 RNA-binding protein Nova
TRINITY_DN6341_c0_g1_i1	mus:103982842	2.8e-148	mus:103982842 probable trehalose-phosphate phosphatase 6; K01087 trehalose 6-phosphate phosphatase [EC:3.1.3.12]
TRINITY_DN685_c0_g1_i2	mus:103981057	1.4e-163	mus:103981057 putative UDP-sugar transporter DDB_G0278631; K15281 solute carrier family 35
TRINITY_DN2977_c0_g1_i7	pper:PRUPE_ppa004865mg	2.2e-07	pper:PRUPE_ppa004865mg hypothetical protein; K13946 auxin influx carrier (AUX1 LAX family)
TRINITY_DN5106_c0_g1_i1	mus:103990714	7.9e-167	mus:103990714 mevalonate kinase-like; K00869 mevalonate kinase [EC:2.7.1.36]
TRINITY_DN6741_c0_g1_i2	mus:103970725	4.2e-176	mus:103970725 probable serine/threonine-protein kinase abkC; K08869 aarF domain-containing kinase
TRINITY_DN17322_c0_g1_i1	mus:104000649	8.4e-84	mus:104000649 chalcone synthase 2-like; K00660 chalcone synthase [EC:2.3.1.74]
TRINITY_DN23636_c1_g2_i1	tcc:TCM_015814	1.6e-127	tcc:TCM_015814 Receptor protein kinase isoform 1; K00924 
TRINITY_DN2369_c0_g1_i3	mus:103987002	3.4e-194	mus:103987002 UDP-glucuronic acid decarboxylase 6-like; K08678 UDP-glucuronate decarboxylase [EC:4.1.1.35]
TRINITY_DN26509_c0_g1_i2	mdm:103455132	5.9e-29	mdm:103455132 uncharacterized LOC103455132; K01940 argininosuccinate synthase [EC:6.3.4.5]
TRINITY_DN3993_c0_g1_i2	mus:103979316	8.4e-177	mus:103979316 UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase MGP4-like; K11714 rhamnogalacturonan II specific xylosyltransferase [EC:2.4.2.-]
TRINITY_DN44447_c0_g1_i3	mus:103984677	8.8e-126	mus:103984677 lipid phosphate phosphatase 2-like; K18693 diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.81 3.1.3.4]
TRINITY_DN9477_c0_g1_i12	egu:105050395	1.7e-52	egu:105050395 villin-4-like; K05768 gelsolin
TRINITY_DN14269_c0_g1_i1	mus:103992418	4.5e-138	mus:103992418 sphinganine C(4)-monooxygenase 1-like; K04713 sphinganine C4-monooxygenase [EC:1.14.18.5]
TRINITY_DN2363_c0_g1_i1	osa:4331523	4.0e-62	osa:4331523 Os03g0133400; K13473 chitin elicitor-binding protein
TRINITY_DN3281_c0_g1_i1	mus:103990584	1.4e-176	mus:103990584 protein SEC13 homolog; K14004 protein transport protein SEC13
TRINITY_DN5975_c0_g2_i5	mus:103990957	4.1e-14	mus:103990957 nuclear transcription factor Y subunit A-7-like; K08064 nuclear transcription factor Y, alpha
TRINITY_DN11128_c0_g1_i6	atr:18422248	5.5e-19	atr:18422248 geranylgeranyl diphosphate reductase, chloroplastic; K10960 geranylgeranyl reductase [EC:1.3.1.83]
TRINITY_DN17431_c0_g1_i3	rcu:RCOM_0126290	7.5e-101	rcu:RCOM_0126290 hypothetical protein; K14945 protein quaking
TRINITY_DN2493_c0_g1_i1	mus:104000398	9.9e-61	mus:104000398 acidic leucine-rich nuclear phosphoprotein 32-related protein 2-like; K18647 acidic leucine-rich nuclear phosphoprotein 32 family member B
TRINITY_DN3935_c0_g1_i2	egr:104440434	2.5e-27	egr:104440434 uncharacterized LOC104440434; K01876 aspartyl-tRNA synthetase [EC:6.1.1.12]
TRINITY_DN6662_c0_g1_i2	mdm:103425117	7.5e-08	mdm:103425117 uncharacterized LOC103425117; K07870 Ras homolog gene family, member T1
TRINITY_DN7930_c0_g1_i1	vvi:100242483	2.5e-40	vvi:100242483 iron-sulfur protein NUBPL; K03593 ATP-binding protein involved in chromosome partitioning
TRINITY_DN11043_c0_g1_i3	mus:103978672	2.1e-156	mus:103978672 probable sodium/metabolite cotransporter BASS1, chloroplastic; K03453 bile acid:Na+ symporter, BASS family
TRINITY_DN1268_c0_g1_i7	fve:101313909	4.8e-63	fve:101313909 ELMO domain-containing protein A; K19241 engulfment and cell motility protein 3
TRINITY_DN14190_c0_g1_i6	mtr:MTR_5g074400	6.1e-26	mtr:MTR_5g074400 WRKY transcription factor; K13424 WRKY transcription factor 33
TRINITY_DN14190_c0_g1_i6	mtr:MTR_5g074400	1.5e-21	mtr:MTR_5g074400 WRKY transcription factor; K13424 WRKY transcription factor 33
TRINITY_DN17973_c0_g1_i2	pmum:103323434	9.4e-19	pmum:103323434 ABC transporter B family member 11-like; K05658 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]
TRINITY_DN21461_c0_g1_i2	sot:102594305	2.6e-133	sot:102594305 probable polygalacturonase At1g80170-like; K01213 galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]
TRINITY_DN21887_c0_g2_i4	egu:105040095	5.5e-27	egu:105040095 probable RNA 3'-terminal phosphate cyclase-like protein; K11108 RNA 3'-terminal phosphate cyclase-like protein
TRINITY_DN21887_c0_g2_i4	egu:105040095	2.6e-16	egu:105040095 probable RNA 3'-terminal phosphate cyclase-like protein; K11108 RNA 3'-terminal phosphate cyclase-like protein
TRINITY_DN2202_c0_g1_i3	mus:103992185	1.9e-75	mus:103992185 prohibitin-3, mitochondrial-like; K17080 prohibitin 1
TRINITY_DN2202_c0_g1_i3	mus:103992185	4.3e-72	mus:103992185 prohibitin-3, mitochondrial-like; K17080 prohibitin 1
TRINITY_DN2746_c0_g1_i2	smo:SELMODRAFT_412242	2.4e-06	smo:SELMODRAFT_412242 hypothetical protein; K14792 rRNA biogenesis protein RRP5
TRINITY_DN3210_c0_g1_i7	mus:103986850	5.6e-64	mus:103986850 phytanoyl-CoA dioxygenase 1 isoform X1; K00477 phytanoyl-CoA hydroxylase [EC:1.14.11.18]
TRINITY_DN3210_c0_g1_i7	mus:103986850	1.4e-22	mus:103986850 phytanoyl-CoA dioxygenase 1 isoform X1; K00477 phytanoyl-CoA hydroxylase [EC:1.14.11.18]
TRINITY_DN398_c0_g2_i2	gmx:100127365	1.3e-55	gmx:100127365 AT133, GmAT133; malonyl-CoA:isoflavone 7-O-glucoside-6''-O-malonyltransferase; K13264 isoflavone 7-O-glucoside-6''-O-malonyltransferase [EC:2.3.1.115]
TRINITY_DN5987_c0_g1_i1	mus:103985457	8.6e-214	mus:103985457 mediator of RNA polymerase II transcription subunit 14-like; K15156 mediator of RNA polymerase II transcription subunit 14
TRINITY_DN1066_c0_g1_i2	mus:103995186	1.7e-92	mus:103995186 ethylene-responsive transcription factor 1-like isoform X1; K09286 EREBP-like factor
TRINITY_DN1954_c0_g1_i2	mus:103995567	4.2e-168	mus:103995567 dnaJ homolog subfamily B member 11-like; K09517 DnaJ homolog subfamily B member 11
